companyShortName,positionName,education,workYear,coooooooompanyFullName,positionAdvantage,salary,city,linestaion,companySize,financeStage
混沌大学,web前端开发工程师,本科,3-5年,,"福利好,有前景,技术优秀",15k-25k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路,150-500人,不需要融资
九章云极科技,Web前端资深工程师,本科,3-5年,,技术大牛，领导nice，六险一金，成长型公司,15k-25k,北京,13号线_上地,150-500人,B轮
竞技世界,web前端,本科,3-5年,,过节费，旅游，年终奖金，各种福利等着你！,15k-25k,北京,13号线_上地,500-2000人,不需要融资
LinkFace,WEB前端工程师,硕士,5-10年,,"人工智能,股东背景强,优秀团队,期权可谈",20k-30k,北京,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,50-150人,不需要融资
瓜子二手车直卖网,资深web前端工程师,本科,5-10年,,期权 双休 不打卡,25k-40k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,B轮
思源科技,高级web前端工程师,本科,3-5年,,"带薪年假,大公司,团队优秀,技术氛围好",18k-30k,北京,13号线_望京西;14号线东段_望京;14号线东段_阜通;15号线_望京;15号线_望京西,2000人以上,不需要融资
最右,web前端工程师,本科,1-3年,,"成长空间大,高薪高股,不打卡,大牛云集",15k-30k,北京,10号线_西土城;10号线_牡丹园;10号线_健德门,50-150人,B轮
首证投顾,Web前端开发工程师,本科,5-10年,,"五险一金,全勤奖,带薪年假,节日福利",15k-25k,北京,10号线_宋家庄;10号线_石榴庄,500-2000人,不需要融资
洋钱罐,中高级Web前端工程师,本科,1-3年,,"互联网金融,扁平化管理,补充医疗,氛围轻松",20k-35k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼;10号线_金台夕照,150-500人,不需要融资
好未来,Web前端工程师-H5,本科,3-5年,,弹性工时,20k-40k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,2000人以上,上市公司
闲徕互娱,高级web前端开发,本科,5-10年,,"六险一金,健身",15k-30k,北京,5号线_北苑路北;5号线_立水桥南,500-2000人,不需要融资
12链,web前端开发工程师,本科,3-5年,,"竞争力薪资,领导nic,海外游",15k-25k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,15-50人,天使轮
出门问问,web前端工程师-中国-00427,本科,3-5年,,"五险一金,年终奖,发展空间,团队氛围",10k-20k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,150-500人,D轮及以上
启迪云控,Web前端开发工程师-北京-00012,本科,3-5年,,五险一金 补充医疗 午餐补助 丰富团建活动,20k-30k,北京,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,50-150人,不需要融资
明略数据,Web前端开发工程师,本科,3-5年,,开发新产品,20k-40k,北京,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,150-500人,C轮
云帐房,高级Web前端工程师,本科,5-10年,,优秀leader 福利好 和谐团队 发展好,16k-25k,北京,1号线_建国门;2号线_朝阳门;2号线_建国门;5号线_灯市口;6号线_朝阳门,150-500人,B轮
Moka,WEB前端开发工程师,本科,3-5年,,"六险一金,交补饭补,发展空间大",20k-35k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,50-150人,A轮
捷通华声,web前端开发工程师（高级）,本科,3-5年,,人工智能 项目奖金多 晋升空间大,15k-30k,北京,13号线_西二旗;昌平线_西二旗,150-500人,不需要融资
乐步教育,web前端工程师--angular,本科,3-5年,,"提升空间大,交通便利,福利待遇好,公司发展好",20k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,50-150人,A轮
思源科技,资深Web前端开发工程师,本科,3-5年,,"年底双薪,五险一金,带薪年假",20k-35k,北京,13号线_望京西;14号线东段_望京;14号线东段_阜通;15号线_望京;15号线_望京西,2000人以上,不需要融资
北京联合倍全电子商务有限公司,web前端开发工程师,大专,3-5年,,领导是技术大咖/各种福利/年底双薪/双休,15k-25k,北京,14号线东段_将台,500-2000人,不需要融资
影谱科技,web前端工程师,本科,3-5年,,"上市公司,技术大牛,全额社保,福利超好",15k-25k,北京,2号线_东直门;2号线_东四十条;13号线_东直门;机场线_东直门,50-150人,上市公司
分贝通,web前端,本科,3-5年,,大牛带队 晋升空间大 有期权,20k-40k,北京,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸,150-500人,B轮
东方国信,web前端开发工程师,本科,3-5年,,项目好，薪资高,15k-30k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,上市公司
慧享科技,高级web前端工程师,本科,5-10年,,五险一金，弹性工资，带薪年假，领导nice,20k-30k,北京,10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路,50-150人,A轮
北京八维研修学院,web前端,不限,3-5年,,五险一金，带薪年假，饭补，工龄等,15k-25k,北京,,2000人以上,未融资
魔力耳朵,web前端开发工程师,本科,3-5年,,"带薪年假,五险一金,年底双薪",20k-30k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼,50-150人,A轮
新东方教育行业研究院,Web前端工程师-H5,本科,3-5年,,"有大牛,发展好",15k-25k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,150-500人,B轮
小米,Web前端开发工程师,本科,3-5年,,"平台好,发展空间大",15k-25k,北京,13号线_上地,2000人以上,D轮及以上
iCourt,web前端工程师,本科,3-5年,,"扁平化管理,晋升空间大,美女如云,五星级正餐",20k-35k,北京,,50-150人,未融资
惠民网,高级web前端开发工程师,大专,5-10年,,五险一金、平台好、团队温馨、领导nice,15k-25k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,B轮
转转,高级web前端研发工程师,本科,3-5年,,"挑战&amp;成长,空间大,回报好,万亿潜力",20k-35k,北京,,500-2000人,A轮
万题库,web前端开发工程师（小程序方向）,不限,3-5年,,"周末双休,节日福利,五险一金,弹性时间",15k-30k,北京,4号线大兴线_魏公村;4号线大兴线_人民大学,150-500人,上市公司
今日头条,Web前端工程师-支付结算方向,本科,3-5年,,六险一金，弹性工作，免费三餐，租房补贴，扁平管理，职业大牛,25k-50k,北京,,500-2000人,C轮
小米,小米网-web前端开发工程师,本科,3-5年,,"期权,年终奖金,六险一金,食堂",18k-35k,北京,13号线_上地,2000人以上,D轮及以上
ASK,WEB前端开发,大专,3-5年,,"氛围好,领导好,福利好",15k-20k,北京,八通线_高碑店;八通线_传媒大学,150-500人,A轮
学堂在线,web前端开发工程师（雨课堂）,本科,5-10年,,"五险一金,生日会,弹性工时,团队氛围好",20k-30k,北京,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,150-500人,B轮
凤凰网,web前端,本科,3-5年,,七险一金 年底奖金 假期多多 各种补助,15k-30k,北京,15号线_望京东,2000人以上,上市公司
北京海顿中科技术有限公司,web前端工程师,本科,3-5年,,六险一金、工作居住证、餐补、团建,15k-25k,北京,,50-150人,未融资
转转,web前端研发工程师,本科,1-3年,,"挑战,空间大,回报好,万亿潜力",15k-25k,北京,,500-2000人,A轮
海马玩,web前端,大专,3-5年,,"平台好,前景好",15k-30k,北京,,150-500人,C轮
北京八维研修学院,web前端,大专,3-5年,,五险一金，带薪年假，绩效奖金,15k-25k,北京,13号线_上地,2000人以上,未融资
尚德机构,Web前端开发工程师,本科,3-5年,,全额五险一金、平台大、工作弹性,20k-40k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,B轮
丽兹行,Web前端工程师15K~25K/3年经验/二本学历,本科,3-5年,,"加班少,积累经验多,六险一金,假期多",15k-25k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,500-2000人,不需要融资
同方股份,WEB前端工程师,本科,3-5年,,"平台大,福利好,团队好",10k-20k,北京,13号线_五道口;15号线_六道口;15号线_清华东路西口,2000人以上,上市公司
春雨移动健康,web前端高级工程师,本科,3-5年,,"弹性工作时,团队氛围好,带薪年假,免费午餐",20k-40k,北京,15号线_六道口;15号线_清华东路西口,150-500人,C轮
阅客公司―唔哩,高级web前端开发工程师,本科,5-10年,,"六险一金,老板好,加班补贴,14薪",20k-35k,北京,10号线_三元桥;10号线_亮马桥;机场线_三元桥,50-150人,天使轮
陌陌,Web前端开发工程师,本科,3-5年,,团队优秀,15k-25k,北京,,500-2000人,上市公司
武汉佰钧成技术有限公司,HTML5/web前端-北京,本科,1-3年,,"弹性上班,六险一金,外企环境,带薪年假",8k-11k,北京,,2000人以上,不需要融资
尚德机构,Web前端工程师,本科,1-3年,,"五险一金,15薪,14天带薪",15k-30k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,B轮
滴滴出行,【滴滴社招】web前端研发工程师/架构师,本科,3-5年,,期权激励，六险一金，靠谱团队，各种MM,20k-40k,北京,,2000人以上,不需要融资
深思数盾,高级web前端开发工程师,本科,3-5年,,"高薪酬,福利待遇好,发展空间大",15k-25k,北京,16号线_西北旺,50-150人,不需要融资
好未来,培优总部-WEB前端开发工程师,本科,3-5年,,上市公司 重点项目 追求技术极致,15k-30k,北京,4号线大兴线_魏公村;4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里,2000人以上,上市公司
洋钱罐,Web前端工程师,本科,1-3年,,"扁平化管理,技术大牛,午餐晚餐,不打卡",15k-30k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼;10号线_金台夕照,150-500人,不需要融资
斗鱼直播,高级web前端工程师,本科,3-5年,,"五险一金,扁平管理,技术前沿",18k-25k,北京,13号线_五道口;15号线_清华东路西口,500-2000人,C轮
国美金控,web前端,本科,3-5年,,14薪,15k-25k,北京,10号线_三元桥;10号线_亮马桥;机场线_三元桥,2000人以上,未融资
联想集团,Web前端高级开发工程师,本科,3-5年,,"超棒团队,弹性工作,完善福利,大平台",18k-35k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,上市公司
百融金服,高级web前端工程师,本科,3-5年,,六险一金 弹性工作 福利补贴,15k-20k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路;13号线_五道口,150-500人,B轮
一起作业网,web前端开发工程师,本科,1年以下,,战略项目,15k-30k,北京,14号线东段_望京;15号线_望京东;15号线_望京,500-2000人,D轮及以上
北京联合倍全电子商务有限公司,高级web前端,本科,3-5年,,领导是技术大咖/各种福利/双休/氛围好,18k-25k,北京,14号线东段_将台,500-2000人,不需要融资
销售易,web前端工程师,本科,3-5年,,周末双休 五险一金 年底双薪 发展空间大,20k-30k,北京,6号线_呼家楼;6号线_东大桥;10号线_团结湖;10号线_呼家楼;10号线_金台夕照,150-500人,D轮及以上
缤果盒子,web前端,本科,3-5年,,"重视晋升,IT精英,扁平管理,程序员氛围",10k-20k,北京,2号线_东四十条;2号线_朝阳门;5号线_灯市口;5号线_东四;6号线_朝阳门;6号线_东四,150-500人,A轮
腾跃校长在线,高级Web前端工程师,本科,3-5年,,"晋升空间大,技术项目多,弹性工作制,免费零食",20k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,50-150人,A轮
美图公司,高级Web前端开发工程师,本科,3-5年,,上市公司 创新电商 大牛导师,15k-25k,北京,,500-2000人,上市公司
什么值得买,高级web前端工程师,本科,3-5年,,"弹性时间,定期团建,六险一金",20k-35k,北京,,150-500人,A轮
尚德机构,WEB前端工程师,不限,3-5年,,独角兽，五险一金全额,20k-40k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,B轮
洋钱罐,高级Web前端工程师,本科,3-5年,,"十四薪,六险一金,弹性工作制,午餐晚餐",20k-35k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼;10号线_金台夕照,150-500人,不需要融资
瓜子二手车直卖网,高级Web前端,本科,3-5年,,公共组 前沿技术调研 弹性工时,20k-30k,北京,,2000人以上,B轮
腾讯,高级软件工程师-Web前端开发,本科,3-5年,,腾讯福利你懂的,15k-25k,北京,10号线_知春里;10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,2000人以上,上市公司
Udesk－企业级智能客服平台,资深web前端/技术经理,本科,5-10年,,"技术牛,快速发展,扁平管理,晋升空间大",20k-35k,北京,2号线_车公庄;2号线_西直门;4号线大兴线_平安里;4号线大兴线_新街口;4号线大兴线_西直门;6号线_平安里;6号线_车公庄;6号线_车公庄西,150-500人,B轮
北京瑞友,web前端开发工程师。,大专,3-5年,,"平台好,大咖多,周末双休,加班少",14k-18k,北京,2号线_阜成门;2号线_车公庄;4号线大兴线_西四;6号线_车公庄;6号线_车公庄西,2000人以上,上市公司
纷享销客,WEB前端开发工程师,本科,3-5年,,"行业独角兽,技术氛围好,成长空间大",20k-35k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路,500-2000人,D轮及以上
美团点评,高级Web前端工程师/专家,本科,3-5年,,技术大牛,25k-45k,北京,15号线_望京东,2000人以上,D轮及以上
数美,Web前端,本科,应届毕业生,,"源码研发,大牛如云,技术氛围,大佬领投",15k-30k,北京,14号线东段_来广营;14号线东段_东湖渠,150-500人,B轮
艺龙旅行网,web前端开发工程师-国内酒店,本科,3-5年,,核心业务线 技术氛围好,18k-26k,北京,14号线东段_望京南;14号线东段_将台,2000人以上,上市公司
信雅达,web前端,本科,3-5年,,"五险一金,带薪年假,餐补,节假日福利",6k-12k,北京,2号线_东直门;2号线_东四十条;2号线_朝阳门;6号线_朝阳门;13号线_东直门;机场线_东直门,2000人以上,上市公司
首证投顾,高级Web前端开发工程师,本科,5-10年,,"五险一金,全勤奖,带薪年假,节日福利",15K-25K,北京,10号线_宋家庄;10号线_石榴庄,500-2000人,不需要融资
ofo,web前端工程师,本科,3-5年,,北大创业团队邀你一起改变出行方式,20k-40k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,2000人以上,D轮及以上
鲸准,web前端开发工程师,本科,3-5年,,年底双薪,15k-25k,北京,10号线_车道沟;10号线_长春桥;10号线_火器营,150-500人,D轮及以上
尚德机构,高级web前端工程师,本科,3-5年,,"发展空间,准上市公司,技术大牛",20k-30k,北京,,2000人以上,B轮
今日头条,资深web前端研发工程师-IM方向,本科,3-5年,,六险一金，高薪期权，弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，团队氛围好，优厚薪资,25k-50k,北京,,500-2000人,C轮
玖富集团,web前端工程师,本科,3-5年,,核心团队、年底奖金、工作居住证,15k-25k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,2000人以上,C轮
洋钱罐,Web前端工程师,本科,1-3年,,"扁平化管理,技术大牛,午餐晚餐,不打卡",15k-30k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼;10号线_金台夕照,150-500人,不需要融资
第一视频,web前端开发,本科,3-5年,,"五险一金,绩效奖金,带薪年假,餐补",13k-25k,北京,15号线_望京东,150-500人,上市公司
龙猫数据,web前端,本科,3-5年,,不打卡，扁平管理，免费健身，年底双薪,25k-35k,北京,10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,15-50人,A轮
跟谁学,web前端,本科,5-10年,,六险一金，年终奖金，8天带薪年假,20k-35k,北京,,500-2000人,A轮
作业盒子,高级web前端工程师,本科,3-5年,,"五险一金,年度旅游,年终多薪,餐补交通补",20k-40k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,150-500人,C轮
学堂在线,web前端开发工程师,本科,3-5年,,股票期权，五险一金，交补餐补，零食水果,15k-25k,北京,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,150-500人,B轮
金风科技,17年研发-Web前端开发工程师J12025,本科,5-10年,,"培训,平台,发展,福利",16k-32k,北京,,2000人以上,上市公司
搜狐媒体,搜狐媒体-集团商业部-Web前端开发工程师,本科,1-3年,,一年15天年假，弹性工作时间，文化灵活,15k-25k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路;13号线_五道口,2000人以上,上市公司
会小二网,高级web前端工程师,本科,5-10年,,"13薪,零食水果,股票期权,学习型团队",15k-30k,北京,6号线_青年路;6号线_十里堡,150-500人,B轮
新智超脑,WEB前端开发工程师,本科,3-5年,,牛人云集、前沿行业,15k-25k,北京,15号线_望京东,500-2000人,不需要融资
四维图新,Web前端开发工程师,本科,3-5年,,五险一金 额外商业保险 员工旅游 带薪年假,10k-20k,北京,16号线_永丰;16号线_永丰南,2000人以上,上市公司
便利蜂,web前端工程师,本科,3-5年,,新零售,15k-30k,北京,14号线东段_望京南;14号线东段_将台,2000人以上,不需要融资
今日头条,web前端高级工程师,本科,1-3年,,弹性工作，免费三餐，租房补贴,25k-50k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路,500-2000人,C轮
腾跃校长在线,高级web前端工程师,本科,3-5年,,"五险一金,免费午餐,免费零食,晋升空间",20k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,50-150人,A轮
盈科旅游,WEB前端,本科,3-5年,,"免费午餐,电脑补贴",15K-30K,北京,1号线_四惠;7号线_百子湾;7号线_大郊亭;7号线_九龙山;14号线东段_九龙山,500-2000人,B轮
慧聪网,WEB前端开发,本科,3-5年,,互联网,20k-30k,北京,,2000人以上,上市公司
安易信,Web前端工程师,本科,3-5年,,"职业前景好,互联网平台,大数据AI,年底双薪",15k-30k,北京,10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,50-150人,上市公司
薪人薪事,web前端高级研发工程师,本科,3-5年,,技术导向；大牛云集；发展空间大,20k-30k,北京,14号线东段_来广营;14号线东段_东湖渠,50-150人,B轮
新东方在线,Web前端开发工程师,本科,3-5年,,互联网教育,15k-25k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,500-2000人,不需要融资
中化能源互联网科技,高级Web前端开发工程师,本科,5-10年,,"充分授权,目标导向,管理简化,体制创新",15k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,2000人以上,不需要融资
医渡云,高级web前端开发工程师,本科,3-5年,,"七险一金,租房补助,免费三餐,节假日福利",20k-40k,北京,10号线_西土城;10号线_牡丹园;10号线_健德门,150-500人,B轮
瓜子二手车直卖网,高级web前端工程师,本科,3-5年,,期权、双休、不打卡,17k-34k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,B轮
人人网,web前端高级开发工程师,本科,5-10年,,上市公司 互联网金融 六险一金 弹性工作,15k-30k,北京,14号线东段_将台,2000人以上,上市公司
云势软件,web前端工程师,本科,3-5年,,"企业软件,外企环境,五险一金,简单自主",15k-25k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼,50-150人,A轮
知网,Web前端高级研发工程师,本科,3-5年,,项目奖金、五险一金、公司宿舍、班车,10k-20k,北京,8号线_永泰庄;8号线_西小口,2000人以上,上市公司
12链,高级web前端开发工程师,大专,3-5年,,"年终奖,分红,欧洲游,期权",15k-20k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,15-50人,天使轮
iCourt,web前端工程师,本科,3-5年,,"五星级正餐,饮料零食,健身房,丰厚薪酬",20k-30k,北京,1号线_四惠;1号线_四惠东;八通线_四惠东,50-150人,未融资
美团点评,高级Web前端工程师-无人车,本科,3-5年,,技术大牛,20k-35k,北京,15号线_望京东,2000人以上,D轮及以上
火舞游戏,高级Web前端工程师,大专,3-5年,,"领导nic,环境优美,年底双薪,各种补助",15k-25k,北京,1号线_四惠东;八通线_四惠东;八通线_高碑店,15-50人,不需要融资
学霸君,高级Web前端工程师,本科,3-5年,,福利待遇好 发展空间大,25k-50k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,150-500人,C轮
小米,web前端工程师,本科,5-10年,,"大平台,大牛团队,班车,饭补",20k-35k,北京,13号线_上地,2000人以上,D轮及以上
人人行(借贷宝),Web前端,本科,不限,,下载量最大，最具潜力互联网金融产品,15k-30k,北京,1号线_复兴门;2号线_复兴门;2号线_阜成门;2号线_车公庄;4号线大兴线_灵境胡同;4号线大兴线_西四;6号线_车公庄,2000人以上,C轮
春雨移动健康,web前端,本科,不限,,五险一金，绩效奖金，带薪年假，弹性工作~,15k-30k,北京,15号线_六道口;15号线_清华东路西口,150-500人,C轮
尚德机构,高级前端web开发工程师,不限,3-5年,,"五险一金,带薪年假,快速晋升",20k-40k,北京,,2000人以上,B轮
Udesk－企业级智能客服平台,高级web前端工程师,本科,5-10年,,"技术牛,快速发展,扁平管理,晋升空间大",20k-40k,北京,2号线_车公庄;2号线_西直门;4号线大兴线_平安里;4号线大兴线_新街口;4号线大兴线_西直门;6号线_平安里;6号线_车公庄;6号线_车公庄西,150-500人,B轮
